order_id,order_date,customer_id,category,product,unit_price,quantity,discount_pct,gross_amount,discount_amount,net_amount,region,sales_channel,payment_method,is_returned
ORD100914,2024-01-04,CUST03461,Electronics,Laptop Stand,30.45,2,0,60.9,0.0,60.9,Central,Website,Debit Card,False
ORD110606,2024-01-04,CUST00801,Sports,Resistance Bands,16.9,1,10,16.9,1.69,15.21,South,Mobile App,Credit Card,False
ORD101673,2024-01-04,CUST01380,Electronics,Wireless Earbuds,42.03,3,5,126.09,6.3,119.79,North,Mobile App,UPI,False
ORD105902,2024-01-05,CUST02342,Beauty,Lipstick,13.94,2,5,27.88,1.39,26.49,North,Marketplace,Cash on Delivery,False
ORD107525,2024-01-05,CUST03468,Beauty,Hair Dryer,32.81,1,0,32.81,0.0,32.81,West,Mobile App,Debit Card,False
ORD102279,2024-01-05,CUST01718,Fashion,Sunglasses,20.82,1,0,20.82,0.0,20.82,East,Website,Net Banking,False
ORD107559,2024-01-05,CUST00320,Home & Kitchen,Non-stick Pan,23.53,1,15,23.53,3.53,20.0,West,Website,Credit Card,False
ORD113561,2024-01-05,CUST01069,Electronics,Smartphone Case,14.58,2,0,29.16,0.0,29.16,South,Mobile App,Net Banking,False
ORD103419,2024-01-05,CUST00706,Home & Kitchen,Blender,40.13,1,0,40.13,0.0,40.13,Central,Website,Credit Card,False
ORD113989,2024-01-05,CUST01967,Sports,Running Shorts,17.26,3,20,51.78,10.36,41.42,South,Mobile App,Debit Card,False
ORD102197,2024-01-05,CUST01066,Fashion,Denim Jacket,55.07,2,0,110.14,0.0,110.14,West,Mobile App,UPI,False
ORD101258,2024-01-05,CUST03492,Home & Kitchen,Storage Bins,18.25,1,0,18.25,0.0,18.25,South,Website,UPI,False
ORD113668,2024-01-05,CUST02379,Fashion,Backpack,37.03,1,0,37.03,0.0,37.03,West,Mobile App,Debit Card,False
ORD106264,2024-01-05,CUST01169,Home & Kitchen,Blender,43.32,1,0,43.32,0.0,43.32,North,Mobile App,Debit Card,False
ORD112316,2024-01-05,CUST02207,Beauty,Hair Dryer,33.05,2,0,66.1,0.0,66.1,East,Website,Cash on Delivery,False
ORD109600,2024-01-05,CUST00794,Sports,Dumbbell Set,51.12,1,0,51.12,0.0,51.12,Central,Mobile App,Debit Card,False
ORD109517,2024-01-05,CUST02480,Electronics,Laptop Stand,31.01,1,0,31.01,0.0,31.01,North,Website,Net Banking,False
ORD114597,2024-01-05,CUST00757,Beauty,Lipstick,15.36,1,0,15.36,0.0,15.36,North,Marketplace,UPI,False
ORD112340,2024-01-06,CUST01368,Fashion,Running Shoes,64.33,1,0,64.33,0.0,64.33,South,Marketplace,Cash on Delivery,False
ORD110741,2024-01-06,CUST00352,Home & Kitchen,LED Desk Lamp,18.48,1,0,18.48,0.0,18.48,South,Mobile App,Credit Card,False
ORD109040,2024-01-06,CUST02839,Fashion,Backpack,38.44,3,0,115.32,0.0,115.32,South,Mobile App,Cash on Delivery,False
ORD102757,2024-01-06,CUST03159,Beauty,Face Moisturizer,19.94,4,0,79.76,0.0,79.76,East,Website,Net Banking,False
ORD114541,2024-01-06,CUST02104,Beauty,Lipstick,12.97,1,5,12.97,0.65,12.32,East,Website,Debit Card,True
ORD103019,2024-01-06,CUST00628,Fashion,Denim Jacket,48.45,2,0,96.9,0.0,96.9,Central,Marketplace,Debit Card,False
ORD104671,2024-01-06,CUST01822,Sports,Water Bottle,8.74,1,0,8.74,0.0,8.74,South,Mobile App,Debit Card,False
ORD104527,2024-01-06,CUST00816,Beauty,Hair Dryer,33.48,1,0,33.48,0.0,33.48,South,Website,UPI,False
ORD101388,2024-01-06,CUST00471,Home & Kitchen,Coffee Maker,49.96,1,0,49.96,0.0,49.96,West,Website,Debit Card,False
ORD104506,2024-01-06,CUST00356,Fashion,Sunglasses,23.46,1,0,23.46,0.0,23.46,East,Website,Credit Card,False
ORD112442,2024-01-06,CUST01167,Beauty,Face Moisturizer,19.83,1,0,19.83,0.0,19.83,Central,Mobile App,Net Banking,False
ORD113549,2024-01-06,CUST01334,Home & Kitchen,Storage Bins,17.4,1,20,17.4,3.48,13.92,South,Marketplace,Credit Card,False
ORD114941,2024-01-06,CUST00863,Sports,Dumbbell Set,43.32,1,5,43.32,2.17,41.15,West,Mobile App,Credit Card,False
ORD106307,2024-01-06,CUST00803,Fashion,Running Shoes,65.02,1,0,65.02,0.0,65.02,East,Mobile App,Cash on Delivery,False
ORD111501,2024-01-06,CUST03187,Beauty,Face Moisturizer,16.31,1,15,16.31,2.45,13.86,East,Marketplace,Cash on Delivery,False
ORD109265,2024-01-06,CUST01241,Fashion,Denim Jacket,57.05,1,0,57.05,0.0,57.05,East,Mobile App,Cash on Delivery,False
ORD114869,2024-01-06,CUST00823,Beauty,Lipstick,13.89,1,0,13.89,0.0,13.89,East,Mobile App,UPI,False
ORD105054,2024-01-06,CUST02771,Sports,Dumbbell Set,40.86,3,0,122.58,0.0,122.58,Central,Website,UPI,False
ORD104141,2024-01-06,CUST03188,Electronics,USB-C Cable,7.81,1,0,7.81,0.0,7.81,South,Mobile App,UPI,False
ORD104139,2024-01-06,CUST03408,Sports,Running Shorts,17.93,1,0,17.93,0.0,17.93,South,Mobile App,Credit Card,False
ORD107253,2024-01-06,CUST03051,Beauty,Sunscreen SPF50,16.81,1,0,16.81,0.0,16.81,North,Mobile App,Net Banking,False
ORD109306,2024-01-06,CUST01266,Fashion,Backpack,38.98,2,0,77.96,0.0,77.96,South,Mobile App,Credit Card,False
ORD100885,2024-01-06,CUST01646,Sports,Water Bottle,8.71,1,5,8.71,0.44,8.27,Central,Mobile App,Debit Card,False
ORD102455,2024-01-06,CUST02829,Beauty,Lipstick,15.11,1,0,15.11,0.0,15.11,Central,Mobile App,Credit Card,False
ORD103617,2024-01-06,CUST02836,Fashion,Denim Jacket,46.66,2,10,93.32,9.33,83.99,West,Website,Net Banking,False
ORD105064,2024-01-07,CUST02924,Sports,Resistance Bands,13.78,1,0,13.78,0.0,13.78,North,Website,Debit Card,False
ORD110902,2024-01-07,CUST01610,Home & Kitchen,Non-stick Pan,27.77,3,0,83.31,0.0,83.31,East,Website,Net Banking,False
ORD101815,2024-01-07,CUST00440,Sports,Resistance Bands,16.46,7,5,115.22,5.76,109.46,South,Website,Net Banking,False
ORD103312,2024-01-07,CUST03438,Fashion,Denim Jacket,53.61,1,5,53.61,2.68,50.93,West,Website,Credit Card,False
ORD104754,2024-01-07,CUST03351,Fashion,Running Shoes,59.19,1,0,59.19,0.0,59.19,North,Website,Net Banking,False
ORD112317,2024-01-07,CUST01245,Sports,Yoga Mat,18.9,1,0,18.9,0.0,18.9,East,Website,Net Banking,False
ORD113512,2024-01-07,CUST02256,Electronics,Bluetooth Speaker,65.53,1,0,65.53,0.0,65.53,West,Website,UPI,False
ORD106533,2024-01-07,CUST03410,Beauty,Face Moisturizer,20.08,2,0,40.16,0.0,40.16,North,Mobile App,UPI,False
ORD110808,2024-01-07,CUST00055,Beauty,Shampoo,10.92,1,0,10.92,0.0,10.92,West,Mobile App,UPI,False
ORD111540,2024-01-07,CUST01494,Sports,Dumbbell Set,40.92,1,0,40.92,0.0,40.92,East,Mobile App,UPI,False
ORD103903,2024-01-07,CUST01881,Home & Kitchen,Coffee Maker,53.33,1,0,53.33,0.0,53.33,North,Website,UPI,False
ORD100480,2024-01-07,CUST01546,Electronics,USB-C Cable,7.35,2,0,14.7,0.0,14.7,North,Website,Cash on Delivery,False
ORD101286,2024-01-07,CUST00811,Beauty,Lipstick,13.42,2,0,26.84,0.0,26.84,South,Mobile App,UPI,False
ORD102599,2024-01-07,CUST00633,Fashion,Sunglasses,24.29,1,5,24.29,1.21,23.08,East,Website,Net Banking,False
ORD101859,2024-01-07,CUST00253,Beauty,Lipstick,15.13,2,0,30.26,0.0,30.26,West,Mobile App,UPI,False
ORD111176,2024-01-08,CUST00206,Home & Kitchen,Non-stick Pan,26.92,1,0,26.92,0.0,26.92,East,Website,Net Banking,False
ORD102649,2024-01-08,CUST00230,Home & Kitchen,Blender,42.81,1,5,42.81,2.14,40.67,North,Mobile App,Credit Card,False
ORD109245,2024-01-08,CUST01932,Home & Kitchen,Non-stick Pan,28.56,2,10,57.12,5.71,51.41,South,Website,Debit Card,False
ORD106701,2024-01-08,CUST01637,Electronics,Bluetooth Speaker,55.43,3,0,166.29,0.0,166.29,North,Mobile App,Cash on Delivery,False
ORD110424,2024-01-08,CUST03299,Sports,Yoga Mat,18.67,1,0,18.67,0.0,18.67,East,Website,Debit Card,False
ORD114442,2024-01-08,CUST03014,Fashion,Denim Jacket,48.78,1,0,48.78,0.0,48.78,South,Mobile App,Cash on Delivery,False
ORD100163,2024-01-08,CUST03300,Sports,Yoga Mat,21.73,2,0,43.46,0.0,43.46,West,Mobile App,Debit Card,False
ORD100574,2024-01-08,CUST03233,Fashion,Denim Jacket,54.72,1,0,54.72,0.0,54.72,South,Mobile App,Net Banking,False
ORD109129,2024-01-08,CUST03233,Fashion,Backpack,33.77,1,0,33.77,0.0,33.77,North,Mobile App,Debit Card,False
ORD106760,2024-01-08,CUST00185,Sports,Yoga Mat,20.56,2,5,41.12,2.06,39.06,East,Website,Net Banking,False
ORD104450,2024-01-08,CUST01180,Electronics,Laptop Stand,33.98,1,10,33.98,3.4,30.58,West,Marketplace,UPI,False
ORD105871,2024-01-08,CUST01459,Sports,Water Bottle,9.38,1,0,9.38,0.0,9.38,West,Marketplace,UPI,False
ORD113129,2024-01-08,CUST00025,Electronics,USB-C Cable,7.52,1,0,7.52,0.0,7.52,East,Marketplace,Cash on Delivery,False
ORD105849,2024-01-08,CUST02325,Home & Kitchen,Blender,41.64,1,0,41.64,0.0,41.64,South,Website,Debit Card,False
ORD106685,2024-01-08,CUST01609,Beauty,Sunscreen SPF50,16.46,3,0,49.38,0.0,49.38,Central,Website,Net Banking,False
ORD105679,2024-01-08,CUST01607,Fashion,Backpack,37.97,1,0,37.97,0.0,37.97,Central,Mobile App,Credit Card,False
ORD104404,2024-01-08,CUST01317,Beauty,Sunscreen SPF50,15.52,2,5,31.04,1.55,29.49,Central,Mobile App,UPI,False
ORD108552,2024-01-08,CUST02466,Beauty,Hair Dryer,34.35,2,0,68.7,0.0,68.7,East,Website,Debit Card,False
ORD106778,2024-01-08,CUST03465,Home & Kitchen,Blender,40.64,1,0,40.64,0.0,40.64,South,Mobile App,Cash on Delivery,False
ORD109969,2024-01-08,CUST02785,Beauty,Face Moisturizer,20.3,1,20,20.3,4.06,16.24,West,Mobile App,Net Banking,False
ORD100912,2024-01-08,CUST01792,Beauty,Shampoo,9.09,1,0,9.09,0.0,9.09,North,Mobile App,UPI,False
ORD107362,2024-01-08,CUST00189,Beauty,Lipstick,13.66,1,0,13.66,0.0,13.66,South,Website,Debit Card,False
ORD107348,2024-01-08,CUST01422,Fashion,Cotton T-Shirt,13.5,1,0,13.5,0.0,13.5,West,Marketplace,Credit Card,False
ORD109603,2024-01-08,CUST00019,Sports,Running Shorts,16.55,1,0,16.55,0.0,16.55,West,Website,Debit Card,False
ORD109286,2024-01-08,CUST00973,Beauty,Sunscreen SPF50,17.43,1,0,17.43,0.0,17.43,North,Marketplace,Net Banking,True
ORD110347,2024-01-08,CUST00956,Home & Kitchen,Non-stick Pan,26.62,3,0,79.86,0.0,79.86,North,Website,UPI,False
ORD114761,2024-01-08,CUST03454,Home & Kitchen,Non-stick Pan,26.27,1,0,26.27,0.0,26.27,East,Marketplace,Debit Card,False
ORD106198,2024-01-08,CUST01159,Fashion,Denim Jacket,54.6,1,0,54.6,0.0,54.6,South,Mobile App,Cash on Delivery,False
ORD111588,2024-01-08,CUST00436,Electronics,USB-C Cable,8.42,1,0,8.42,0.0,8.42,Central,Website,Net Banking,False
ORD106526,2024-01-09,CUST00994,Fashion,Denim Jacket,53.79,2,0,107.58,0.0,107.58,East,Mobile App,Net Banking,False
ORD102756,2024-01-09,CUST02659,Fashion,Denim Jacket,45.9,3,5,137.7,6.88,130.82,South,Mobile App,Debit Card,False
ORD105677,2024-01-09,CUST01916,Fashion,Backpack,33.81,2,0,67.62,0.0,67.62,South,Mobile App,Cash on Delivery,False
ORD101714,2024-01-09,CUST01324,Sports,Water Bottle,9.76,1,0,9.76,0.0,9.76,Central,Website,Cash on Delivery,False
ORD109112,2024-01-09,CUST00793,Electronics,Smartphone Case,16.29,1,0,16.29,0.0,16.29,East,Mobile App,Credit Card,False
ORD102857,2024-01-09,CUST02705,Beauty,Lipstick,15.3,3,0,45.9,0.0,45.9,South,Mobile App,Debit Card,False
ORD107729,2024-01-09,CUST00082,Home & Kitchen,Non-stick Pan,28.03,2,0,56.06,0.0,56.06,South,Marketplace,Net Banking,False
ORD113185,2024-01-09,CUST00177,Electronics,USB-C Cable,8.07,1,15,8.07,1.21,6.86,Central,Marketplace,Credit Card,False
ORD103069,2024-01-09,CUST00042,Sports,Running Shorts,15.54,1,0,15.54,0.0,15.54,Central,Mobile App,Credit Card,False
ORD112349,2024-01-10,CUST01472,Electronics,Wireless Earbuds,45.77,2,0,91.54,0.0,91.54,South,Website,Net Banking,False
ORD109614,2024-01-10,CUST01803,Beauty,Face Moisturizer,17.87,1,5,17.87,0.89,16.98,North,Marketplace,Debit Card,False
ORD107377,2024-01-10,CUST00096,Electronics,Smartphone Case,17.01,1,15,17.01,2.55,14.46,North,Marketplace,Debit Card,False
ORD104395,2024-01-10,CUST03143,Fashion,Backpack,38.58,3,0,115.74,0.0,115.74,Central,Website,Net Banking,False
ORD113915,2024-01-10,CUST01496,Home & Kitchen,LED Desk Lamp,22.97,1,5,22.97,1.15,21.82,South,Mobile App,Debit Card,False
ORD104320,2024-01-10,CUST03109,Home & Kitchen,Coffee Maker,61.28,2,0,122.56,0.0,122.56,West,Website,UPI,False
ORD102187,2024-01-10,CUST02028,Electronics,Laptop Stand,28.79,2,0,57.58,0.0,57.58,North,Mobile App,UPI,False
ORD108902,2024-01-10,CUST02195,Home & Kitchen,Coffee Maker,59.46,1,0,59.46,0.0,59.46,Central,Mobile App,Debit Card,False
ORD110110,2024-01-10,CUST02688,Electronics,Wireless Earbuds,45.42,2,15,90.84,13.63,77.21,South,Website,Credit Card,False
ORD110847,2024-01-10,CUST00166,Home & Kitchen,LED Desk Lamp,19.09,1,0,19.09,0.0,19.09,West,Website,UPI,False
ORD105826,2024-01-10,CUST02444,Home & Kitchen,Non-stick Pan,23.54,1,0,23.54,0.0,23.54,South,Marketplace,Credit Card,False
ORD113938,2024-01-10,CUST03058,Fashion,Backpack,39.43,1,0,39.43,0.0,39.43,Central,Mobile App,Credit Card,False
ORD101655,2024-01-10,CUST00557,Home & Kitchen,Storage Bins,17.39,1,0,17.39,0.0,17.39,North,Mobile App,Cash on Delivery,False
ORD110211,2024-01-10,CUST03002,Electronics,Laptop Stand,30.59,2,0,61.18,0.0,61.18,West,Marketplace,Credit Card,False
ORD107163,2024-01-10,CUST02255,Fashion,Cotton T-Shirt,13.57,1,0,13.57,0.0,13.57,North,Website,UPI,False
ORD105109,2024-01-10,CUST02757,Beauty,Face Moisturizer,17.28,1,0,17.28,0.0,17.28,South,Website,Net Banking,False
ORD110208,2024-01-10,CUST01535,Sports,Dumbbell Set,42.97,1,0,42.97,0.0,42.97,West,Website,UPI,False
ORD108111,2024-01-11,CUST02363,Electronics,Wireless Earbuds,48.72,1,0,48.72,0.0,48.72,Central,Mobile App,UPI,False
ORD105720,2024-01-11,CUST01660,Sports,Water Bottle,10.06,2,0,20.12,0.0,20.12,East,Mobile App,Net Banking,False
ORD107443,2024-01-11,CUST01882,Home & Kitchen,Coffee Maker,54.17,2,10,108.34,10.83,97.51,North,Mobile App,Debit Card,False
ORD110184,2024-01-11,CUST02842,Home & Kitchen,Non-stick Pan,28.28,1,0,28.28,0.0,28.28,West,Mobile App,Cash on Delivery,False
ORD106079,2024-01-11,CUST02633,Sports,Water Bottle,9.7,1,0,9.7,0.0,9.7,East,Website,Debit Card,False
ORD108805,2024-01-11,CUST01634,Sports,Yoga Mat,20.05,1,0,20.05,0.0,20.05,North,Website,Net Banking,True
ORD106009,2024-01-11,CUST02968,Fashion,Sunglasses,23.97,1,0,23.97,0.0,23.97,Central,Mobile App,Net Banking,False
ORD106486,2024-01-11,CUST02453,Fashion,Denim Jacket,54.14,1,0,54.14,0.0,54.14,Central,Website,Cash on Delivery,False
ORD106034,2024-01-11,CUST02251,Electronics,Bluetooth Speaker,55.62,1,0,55.62,0.0,55.62,East,Mobile App,Cash on Delivery,False
ORD110058,2024-01-11,CUST03493,Electronics,Bluetooth Speaker,67.21,2,0,134.42,0.0,134.42,South,Mobile App,Cash on Delivery,False
ORD114343,2024-01-12,CUST03023,Fashion,Backpack,39.17,1,0,39.17,0.0,39.17,Central,Website,Debit Card,False
ORD113341,2024-01-12,CUST02701,Beauty,Hair Dryer,36.44,1,0,36.44,0.0,36.44,South,Mobile App,Credit Card,False
ORD114536,2024-01-12,CUST00429,Home & Kitchen,Blender,43.93,1,0,43.93,0.0,43.93,Central,Website,Cash on Delivery,False
ORD105215,2024-01-12,CUST01196,Fashion,Sunglasses,24.47,5,5,122.35,6.12,116.23,East,Website,Cash on Delivery,False
ORD104006,2024-01-12,CUST03055,Home & Kitchen,Non-stick Pan,27.81,1,0,27.81,0.0,27.81,North,Website,Credit Card,False
ORD106920,2024-01-12,CUST02181,Electronics,USB-C Cable,8.9,1,5,8.9,0.44,8.46,South,Mobile App,UPI,False
ORD107808,2024-01-12,CUST02074,Fashion,Cotton T-Shirt,11.83,1,0,11.83,0.0,11.83,West,Mobile App,Cash on Delivery,False
ORD106125,2024-01-12,CUST00331,Electronics,USB-C Cable,8.49,1,0,8.49,0.0,8.49,South,Website,Cash on Delivery,False
ORD109552,2024-01-12,CUST00757,Fashion,Backpack,38.69,1,15,38.69,5.8,32.89,South,Mobile App,Debit Card,False
ORD103248,2024-01-12,CUST00995,Electronics,Wireless Earbuds,40.73,1,0,40.73,0.0,40.73,South,Mobile App,Net Banking,False
ORD105349,2024-01-12,CUST03118,Fashion,Denim Jacket,45.92,1,0,45.92,0.0,45.92,North,Mobile App,Net Banking,False
ORD113226,2024-01-12,CUST01303,Beauty,Shampoo,10.6,1,0,10.6,0.0,10.6,East,Website,Net Banking,True
ORD114607,2024-01-12,CUST00550,Sports,Water Bottle,9.92,2,0,19.84,0.0,19.84,East,Mobile App,Credit Card,False
ORD111084,2024-01-12,CUST03047,Sports,Yoga Mat,22.15,3,15,66.45,9.97,56.48,West,Website,Net Banking,False
ORD110767,2024-01-12,CUST00533,Electronics,Bluetooth Speaker,67.8,1,0,67.8,0.0,67.8,North,Website,Cash on Delivery,False
